file_id,raw_file_id,pt_abs_error,mt_abs_error,tll_abs_error,mae3,within_5,pt_source205,mt_source205,tll_source205,changed_targets205
595_005968,005968,2.2769,1.0203,4.4755,2.5909,1,checkpoint186,gate135_mt,checkpoint186,
596_015026,015026,4.3444,4.0995,3.1262,3.8567,1,checkpoint186,gate155_mt,checkpoint186,
597_004324,004324,2.5804,5.189,1.477,3.0821,1,checkpoint186,adaptive190_MT,checkpoint186,
598_007567,007567,1.9294,0.6539,1.9748,1.5194,1,checkpoint186,checkpoint93,checkpoint186,
599_002609,002609,1.8797,2.1876,1.9992,2.0222,1,checkpoint186,selector168_mt_guard171,checkpoint186,
600_003102,003102,4.5518,3.7474,6.0499,4.783,1,checkpoint186,adaptive190_MT,checkpoint186,
601_006706,006706,4.5374,7.0279,9.6138,7.0597,0,checkpoint186,adaptive190_MT,checkpoint186,
602_014792,014792,1.975,0.1021,5.6019,2.5597,1,checkpoint186,gate155_mt,checkpoint186,
603_012707,012707,8.1958,3.2262,4.9408,5.4543,0,checkpoint186,gate135_mt,checkpoint186,
604_008056,008056,1.4652,2.9709,0.5226,1.6529,1,checkpoint186,gate155_mt,checkpoint186,
605_000761,000761,6.6061,2.7101,2.3645,3.8936,1,checkpoint186,gate135_mt,checkpoint186,
606_006303,006303,2.206,0.8223,1.7219,1.5834,1,checkpoint186,gate135_mt,checkpoint186,
607_014268,014268,0.5752,1.6965,5.1182,2.4633,1,checkpoint186,checkpoint93,checkpoint186,
608_003428,003428,4.7128,3.0758,3.7526,3.8471,1,checkpoint186,gate135_mt,checkpoint186,
609_007849,007849,2.3599,1.4797,3.9037,2.5811,1,checkpoint186,gate155_mt,checkpoint186,
610_001270,001270,3.185,0.7363,2.5586,2.16,1,checkpoint186,gate155_mt,checkpoint186,
611_008079,008079,0.4124,1.6485,2.8158,1.6256,1,checkpoint186,selector168_mt_guard171,checkpoint186,
612_003385,003385,15.8724,5.7924,7.038,9.5676,0,pt200,adaptive190_MT,checkpoint186,
613_003346,003346,4.0782,3.4845,2.7073,3.4233,1,checkpoint186,gate155_mt,checkpoint186,
614_008241,008241,1.6344,4.6977,4.7991,3.7104,1,checkpoint186,checkpoint93,checkpoint186,
615_011615,011615,7.9455,2.9663,5.4436,5.4518,0,checkpoint186,checkpoint93,checkpoint186,
616_005460,005460,5.8025,1.4974,6.7123,4.6707,1,checkpoint186,checkpoint93,checkpoint186,
617_012199,012199,0.263,0.3055,2.2728,0.9471,1,checkpoint186,selector168_mt_guard171,checkpoint186,
618_012132,012132,3.6759,1.8325,2.1047,2.5377,1,checkpoint186,checkpoint93,checkpoint186,
619_002793,002793,1.9329,0.6584,0.1942,0.9285,1,checkpoint186,checkpoint93,checkpoint186,
620_001232,001232,1.7912,3.768,4.67,3.4097,1,checkpoint186,checkpoint93,checkpoint186,
621_013981,013981,3.5275,2.884,1.7123,2.7079,1,checkpoint186,checkpoint93,checkpoint186,
622_010108,010108,4.3669,1.5356,4.9477,3.6167,1,checkpoint186,selector168_mt_guard171,checkpoint186,
623_013598,013598,6.7486,4.2616,8.9612,6.6571,0,checkpoint186,adaptive190_MT,checkpoint186,
624_013295,013295,3.9038,1.0597,1.037,2.0002,1,checkpoint186,selector168_mt_guard171,checkpoint186,
625_008587,008587,4.6001,7.9195,1.5243,4.6813,1,checkpoint186,selector168_mt_guard171,checkpoint186,
626_013353,013353,0.4487,5.0445,8.5852,4.6928,1,checkpoint186,checkpoint93,checkpoint186,
627_007132,007132,1.4614,4.1734,5.4111,3.682,1,checkpoint186,checkpoint93,checkpoint186,
628_009867,009867,0.227,8.3843,1.5463,3.3859,1,checkpoint186,adaptive190_MT,checkpoint186,
629_011097,011097,0.5937,7.1842,6.4866,4.7548,1,checkpoint186,gate155_mt,checkpoint186,
630_004454,004454,4.8035,1.6694,1.8548,2.7759,1,checkpoint186,selector168_mt_guard171,checkpoint186,
631_004547,004547,6.8555,3.3758,4.2772,4.8362,1,checkpoint186,gate135_mt,checkpoint186,
632_002291,002291,2.1061,4.3985,0.1586,2.2211,1,checkpoint186,adaptive190_MT,checkpoint186,
633_015079,015079,6.4077,1.6164,0.3482,2.7908,1,checkpoint186,selector168_mt_guard171,checkpoint186,
634_012287,012287,7.8714,0.3777,0.6028,2.9506,1,checkpoint186,selector168_mt_guard171,checkpoint186,
635_002371,002371,2.4795,3.1081,1.1427,2.2434,1,checkpoint186,gate135_mt,checkpoint186,
636_009553,009553,17.829,11.5242,6.0795,11.8109,0,checkpoint186,adaptive190_MT,checkpoint186,
637_015779,015779,1.3468,0.5666,6.5106,2.808,1,checkpoint186,selector168_mt_guard171,checkpoint186,
638_006441,006441,2.8224,5.7592,1.6588,3.4135,1,checkpoint186,adaptive190_MT,checkpoint186,
639_015832,015832,6.6205,5.7943,4.9578,5.7909,0,checkpoint186,adaptive190_MT,checkpoint186,
640_015204,015204,6.8091,1.5355,4.6157,4.3201,1,checkpoint186,selector168_mt_guard171,checkpoint186,
641_010856,010856,0.5119,2.3749,2.5693,1.8187,1,checkpoint186,selector168_mt_guard171,checkpoint186,
642_007122,007122,5.04,2.9361,4.355,4.1104,1,checkpoint186,checkpoint93,checkpoint186,
643_008390,008390,2.3929,0.3683,4.0586,2.2733,1,checkpoint186,gate155_mt,checkpoint186,
644_002900,002900,5.9953,1.6595,2.7196,3.4581,1,checkpoint186,selector168_mt_guard171,checkpoint186,
645_014007,014007,0.6568,3.1173,3.2916,2.3552,1,checkpoint186,selector168_mt_guard171,checkpoint186,
646_006555,006555,2.4749,10.4453,6.4802,6.4668,0,checkpoint186,adaptive190_MT,checkpoint186,
647_010283,010283,6.1106,7.9854,0.8254,4.9738,1,checkpoint186,gate155_mt,checkpoint186,
648_012520,012520,1.669,5.5165,2.1643,3.1166,1,checkpoint186,adaptive190_MT,checkpoint186,
649_010729,010729,8.4622,0.4293,5.6037,4.8317,1,checkpoint186,gate135_mt,checkpoint186,
650_012561,012561,2.4968,2.6285,2.1935,2.4396,1,checkpoint186,checkpoint93,checkpoint186,
651_012484,012484,5.256,2.2751,1.5961,3.0424,1,checkpoint186,selector168_mt_guard171,checkpoint186,
652_005936,005936,0.9762,1.7674,3.347,2.0302,1,checkpoint186,gate155_mt,checkpoint186,
653_003633,003633,3.6066,1.2699,5.0311,3.3025,1,checkpoint186,gate155_mt,checkpoint186,
654_004966,004966,0.0743,3.6727,1.0248,1.5906,1,checkpoint186,checkpoint93,checkpoint186,
655_008234,008234,4.1939,1.2897,0.4547,1.9794,1,checkpoint186,checkpoint93,checkpoint186,
656_005852,005852,1.5698,3.3649,3.3749,2.7699,1,checkpoint186,selector168_mt_guard171,checkpoint186,
657_003846,003846,0.0765,3.8856,5.696,3.2194,1,checkpoint186,gate155_mt,checkpoint186,
658_010133,010133,0.7332,0.6171,3.9262,1.7588,1,checkpoint186,selector168_mt_guard171,checkpoint186,
659_006166,006166,4.3958,5.1231,4.09,4.5363,1,checkpoint186,checkpoint93,checkpoint186,
660_009770,009770,1.7765,7.4059,0.5537,3.2454,1,checkpoint186,adaptive190_MT,checkpoint186,
661_014325,014325,5.81,5.8021,2.716,4.776,1,checkpoint186,checkpoint93,checkpoint186,
662_003780,003780,4.0724,6.2085,4.4791,4.92,1,checkpoint186,gate135_mt,checkpoint186,
663_011916,011916,3.7828,4.0409,2.0671,3.2969,1,checkpoint186,adaptive190_MT,checkpoint186,
664_015449,015449,1.3847,3.7564,1.4959,2.2123,1,checkpoint186,adaptive190_MT,checkpoint186,
665_013371,013371,1.1442,10.1491,2.4654,4.5862,1,checkpoint186,adaptive190_MT,checkpoint186,
666_007218,007218,3.4828,2.393,0.3514,2.0757,1,checkpoint186,checkpoint93,checkpoint186,
667_005144,005144,6.7181,1.4723,8.962,5.7175,0,checkpoint186,checkpoint93,checkpoint186,
668_015268,015268,9.8329,5.6221,8.0177,7.8242,0,checkpoint186,selector182_MT,checkpoint186,
669_014830,014830,6.7099,0.6358,2.3114,3.219,1,checkpoint186,gate155_mt,checkpoint186,
670_006843,006843,4.3856,3.3679,3.9983,3.9173,1,checkpoint186,gate135_mt,checkpoint186,
671_015506,015506,3.3117,3.1975,8.6444,5.0512,0,checkpoint186,adaptive190_MT,checkpoint186,
672_004158,004158,13.2454,0.4612,1.4756,5.0607,0,checkpoint186,selector168_mt_guard171,checkpoint186,
673_007459,007459,7.0674,11.5143,9.1555,9.2457,0,checkpoint186,adaptive190_MT,checkpoint186,
674_005969,005969,0.9544,2.8741,4.4135,2.7473,1,checkpoint186,gate155_mt,checkpoint186,
675_005705,005705,6.2692,3.9053,2.2242,4.1329,1,checkpoint186,gate135_mt,checkpoint186,
676_013764,013764,1.7474,3.5029,0.5227,1.9243,1,checkpoint186,gate155_mt,checkpoint186,
677_005736,005736,2.3576,6.2357,0.0275,2.8736,1,checkpoint186,checkpoint93,checkpoint186,
678_002344,002344,4.1142,3.9008,6.3143,4.7764,1,checkpoint186,gate155_mt,checkpoint186,
679_015330,015330,0.2995,7.599,6.0566,4.6517,1,checkpoint186,adaptive190_MT,checkpoint186,
680_012054,012054,1.7723,0.6204,4.5402,2.311,1,checkpoint186,gate155_mt,checkpoint186,
681_009035,009035,1.4944,2.8507,1.7137,2.0196,1,checkpoint186,gate155_mt,checkpoint186,
682_005723,005723,0.5349,1.5585,2.8109,1.6348,1,checkpoint186,gate155_mt,checkpoint186,
683_013368,013368,0.1202,0.4801,4.1773,1.5925,1,checkpoint186,gate155_mt,checkpoint186,
684_011237,011237,5.3514,2.4638,2.0679,3.2944,1,checkpoint186,adaptive190_MT,checkpoint186,
685_014278,014278,1.5439,1.973,1.0956,1.5375,1,checkpoint186,gate155_mt,checkpoint186,
686_001387,001387,0.9446,0.113,3.5261,1.5279,1,checkpoint186,gate135_mt,checkpoint186,
687_000084,000084,0.1111,1.2602,0.2455,0.5389,1,checkpoint186,selector168_mt_guard171,checkpoint186,
688_011352,011352,2.5469,1.3768,2.6779,2.2005,1,checkpoint186,checkpoint93,checkpoint186,
689_015135,015135,0.7072,6.3311,2.1081,3.0488,1,checkpoint186,checkpoint93,checkpoint186,
690_013654,013654,2.9446,0.1234,3.3766,2.1482,1,checkpoint186,checkpoint93,checkpoint186,
691_015943,015943,1.6736,2.2574,5.0736,3.0015,1,checkpoint186,selector168_mt_guard171,checkpoint186,
692_015894,015894,2.3163,1.1018,3.8405,2.4195,1,checkpoint186,gate155_mt,checkpoint186,
693_001173,001173,4.8391,3.1127,1.8212,3.2577,1,checkpoint186,adaptive190_MT,checkpoint186,
694_007761,007761,1.2284,4.0514,2.1398,2.4732,1,checkpoint186,selector168_mt_guard171,checkpoint186,
695_003308,003308,2.0041,6.093,3.1773,3.7581,1,checkpoint186,adaptive190_MT,checkpoint186,
696_008568,008568,4.7896,1.3914,6.7647,4.3152,1,checkpoint186,selector168_mt_guard171,checkpoint186,
697_006814,006814,6.2211,1.1335,7.7029,5.0192,0,checkpoint186,checkpoint93,checkpoint186,
698_003111,003111,0.9276,4.2415,3.177,2.782,1,checkpoint186,checkpoint93,checkpoint186,
699_012165,012165,5.3944,1.107,6.3691,4.2902,1,checkpoint186,gate155_mt,checkpoint186,
700_010439,010439,0.4925,5.2557,0.8575,2.2019,1,checkpoint186,adaptive190_MT,checkpoint186,
701_003321,003321,0.2925,1.1098,6.3804,2.5942,1,checkpoint186,checkpoint93,checkpoint186,
702_003665,003665,2.5337,3.2328,3.5479,3.1048,1,checkpoint186,selector168_mt_guard171,checkpoint186,
703_012313,012313,0.2854,4.2736,6.1795,3.5795,1,checkpoint186,selector168_mt_guard171,checkpoint186,
704_005408,005408,2.1253,1.6458,4.1693,2.6468,1,checkpoint186,gate155_mt,checkpoint186,
705_014899,014899,3.421,3.6631,0.402,2.4954,1,pt200,adaptive190_MT,checkpoint186,
706_010849,010849,1.9107,0.1154,1.7344,1.2535,1,checkpoint186,gate155_mt,checkpoint186,
707_005696,005696,1.4264,4.7264,2.0097,2.7208,1,checkpoint186,selector168_mt_guard171,checkpoint186,
708_008405,008405,0.9223,1.3759,1.4498,1.2493,1,checkpoint186,selector168_mt_guard171,checkpoint186,
709_001070,001070,2.082,7.1907,0.1403,3.1377,1,checkpoint186,adaptive190_MT,checkpoint186,
710_012775,012775,1.4628,0.7518,3.6956,1.9701,1,checkpoint186,checkpoint93,checkpoint186,
711_002654,002654,1.9403,1.2468,7.2793,3.4888,1,checkpoint186,checkpoint93,checkpoint186,
712_002870,002870,0.102,3.2295,3.8501,2.3939,1,checkpoint186,selector168_mt_guard171,checkpoint186,
713_002136,002136,0.3279,2.1362,6.2446,2.9029,1,checkpoint186,selector168_mt_guard171,checkpoint186,
714_015181,015181,2.6968,2.2573,0.1518,1.702,1,checkpoint186,checkpoint93,checkpoint186,
715_005865,005865,5.8487,1.4225,0.5543,2.6085,1,checkpoint186,checkpoint93,checkpoint186,
716_015139,015139,9.4586,2.287,2.8779,4.8745,1,checkpoint186,selector168_mt_guard171,checkpoint186,
717_003814,003814,1.5431,4.4754,4.7814,3.6,1,checkpoint186,selector168_mt_guard171,checkpoint186,
718_001722,001722,0.5449,2.3559,1.1358,1.3455,1,checkpoint186,checkpoint93,checkpoint186,
719_000633,000633,5.2903,0.3741,1.7966,2.487,1,checkpoint186,gate155_mt,checkpoint186,
720_003844,003844,1.2008,1.5064,1.9169,1.5414,1,checkpoint186,gate155_mt,checkpoint186,
721_008057,008057,3.414,3.3604,1.1398,2.6381,1,checkpoint186,checkpoint93,checkpoint186,
722_009048,009048,2.4435,2.8689,5.3425,3.5516,1,checkpoint186,gate155_mt,checkpoint186,
723_008047,008047,1.4925,7.6702,4.9294,4.6974,1,checkpoint186,checkpoint93,checkpoint186,
724_003324,003324,12.0658,6.2799,1.9771,6.7743,0,checkpoint186,adaptive190_MT,checkpoint186,
725_007113,007113,2.7689,2.207,2.2566,2.4108,1,checkpoint186,checkpoint93,checkpoint186,
726_004985,004985,4.8233,4.1945,6.4104,5.1427,0,checkpoint186,selector168_mt_guard171,checkpoint186,
727_008001,008001,6.8739,1.0321,2.2441,3.3834,1,checkpoint186,gate155_mt,checkpoint186,
728_005872,005872,1.6474,8.2494,4.3604,4.7524,1,checkpoint186,adaptive190_MT,checkpoint186,
729_009343,009343,2.1071,4.1067,4.1556,3.4565,1,checkpoint186,gate155_mt,checkpoint186,
730_004395,004395,5.4402,4.9973,8.7027,6.3801,0,checkpoint186,adaptive190_MT,checkpoint186,
731_010999,010999,2.6879,8.0818,6.8401,5.8699,0,checkpoint186,selector182_MT,checkpoint186,
732_010744,010744,1.3836,4.1928,2.4258,2.6674,1,checkpoint186,selector168_mt_guard171,checkpoint186,
733_006778,006778,0.6421,5.9881,6.9436,4.5246,1,checkpoint186,gate155_mt,checkpoint186,
734_008114,008114,9.7085,1.2127,3.0316,4.6509,1,checkpoint186,selector168_mt_guard171,checkpoint186,
735_013194,013194,1.8803,4.4923,9.0982,5.1569,0,checkpoint186,selector168_mt_guard171,checkpoint186,
736_002817,002817,0.5748,1.6731,7.2332,3.1604,1,pt200,gate155_mt,checkpoint186,
737_002919,002919,2.8126,2.6644,0.69,2.0557,1,checkpoint186,gate135_mt,checkpoint186,
738_011078,011078,0.9547,2.5884,0.8483,1.4638,1,checkpoint186,selector168_mt_guard171,checkpoint186,
739_015514,015514,2.8483,3.973,1.0361,2.6191,1,checkpoint186,selector168_mt_guard171,checkpoint186,
740_009695,009695,0.6168,3.9728,4.4153,3.0016,1,checkpoint186,checkpoint93,checkpoint186,
741_001628,001628,3.3278,0.2335,10.7621,4.7745,1,checkpoint186,checkpoint93,checkpoint186,
742_005339,005339,7.9868,2.0633,2.75,4.2667,1,checkpoint186,selector168_mt_guard171,checkpoint186,
743_005617,005617,3.2202,3.9235,2.3763,3.1733,1,checkpoint186,gate155_mt,checkpoint186,
744_000593,000593,3.6442,3.9992,1.6579,3.1004,1,checkpoint186,gate155_mt,checkpoint186,
745_008742,008742,1.3553,0.8656,0.3255,0.8488,1,checkpoint186,gate155_mt,checkpoint186,
746_015873,015873,4.0489,5.753,1.5024,3.7681,1,checkpoint186,adaptive190_MT,checkpoint186,
747_002051,002051,0.2314,3.0736,6.8402,3.3817,1,checkpoint186,selector182_MT,checkpoint186,
748_001452,001452,4.8293,2.9402,3.0748,3.6148,1,checkpoint186,selector168_mt_guard171,checkpoint186,
749_015037,015037,6.4511,0.4108,0.166,2.3426,1,checkpoint186,selector168_mt_guard171,checkpoint186,
750_002894,002894,1.7607,1.3543,6.1598,3.0916,1,checkpoint186,gate155_mt,checkpoint186,
751_000405,000405,6.2545,0.9499,1.6136,2.9393,1,checkpoint186,gate135_mt,checkpoint186,
752_007456,007456,2.7046,3.5093,0.095,2.103,1,checkpoint186,gate135_mt,checkpoint186,
753_015453,015453,2.9082,4.5267,5.3419,4.2589,1,checkpoint186,adaptive190_MT,checkpoint186,
754_011205,011205,13.8538,4.0252,3.232,7.037,0,checkpoint186,adaptive190_MT,checkpoint186,
755_003962,003962,3.3383,0.6503,0.0628,1.3505,1,checkpoint186,selector168_mt_guard171,checkpoint186,
756_011928,011928,8.6816,2.4095,4.5162,5.2024,0,checkpoint186,gate155_mt,checkpoint186,
757_005356,005356,5.8681,2.5189,9.3817,5.9229,0,checkpoint186,gate135_mt,checkpoint186,
758_003806,003806,2.7217,6.3477,0.7811,3.2835,1,checkpoint186,adaptive190_MT,checkpoint186,
759_010106,010106,5.0015,1.2605,6.5142,4.2587,1,checkpoint186,gate155_mt,checkpoint186,
760_003959,003959,2.942,5.022,4.9819,4.3153,1,checkpoint186,adaptive190_MT,checkpoint186,
761_002933,002933,6.9446,0.9595,1.3891,3.0977,1,checkpoint186,selector168_mt_guard171,checkpoint186,
762_004062,004062,2.2999,6.8811,9.1942,6.1251,0,checkpoint186,adaptive190_MT,checkpoint186,
763_004732,004732,6.898,3.9141,2.9711,4.5944,1,checkpoint186,selector168_mt_guard171,checkpoint186,
764_015687,015687,7.5229,0.2266,3.1296,3.6264,1,checkpoint186,selector168_mt_guard171,checkpoint186,
765_015182,015182,0.149,1.4049,0.3607,0.6382,1,checkpoint186,gate155_mt,checkpoint186,
766_005923,005923,5.4797,2.8103,4.3059,4.1986,1,checkpoint186,checkpoint93,checkpoint186,
767_013489,013489,2.6481,4.7738,4.5953,4.0057,1,checkpoint186,adaptive190_MT,checkpoint186,
768_002826,002826,0.2564,3.1204,1.9911,1.7893,1,checkpoint186,gate155_mt,checkpoint186,
769_015176,015176,1.4027,0.8407,1.8333,1.3589,1,checkpoint186,checkpoint93,checkpoint186,
770_004255,004255,10.8152,3.587,4.7605,6.3876,0,checkpoint186,gate135_mt,checkpoint186,
771_013196,013196,1.0278,3.9241,2.5338,2.4952,1,pt200,selector168_mt_guard171,checkpoint186,
772_014826,014826,3.1653,1.1629,3.7868,2.705,1,checkpoint186,gate155_mt,checkpoint186,
773_004771,004771,2.0846,8.7268,8.1599,6.3238,0,checkpoint186,adaptive190_MT,checkpoint186,
774_000103,000103,3.6673,0.6416,2.7258,2.3449,1,checkpoint186,gate155_mt,checkpoint186,
775_010946,010946,4.8239,0.1198,1.1755,2.0397,1,checkpoint186,gate155_mt,checkpoint186,
776_005743,005743,0.0237,4.8977,9.4955,4.8056,1,checkpoint186,selector168_mt_guard171,checkpoint186,
777_001585,001585,5.9573,1.5999,2.9695,3.5089,1,checkpoint186,selector168_mt_guard171,checkpoint186,
778_004718,004718,1.9576,0.3997,2.3174,1.5582,1,checkpoint186,selector168_mt_guard171,checkpoint186,
779_011786,011786,1.6519,1.4996,3.5164,2.2226,1,checkpoint186,selector168_mt_guard171,checkpoint186,
780_002421,002421,0.0144,2.083,9.2212,3.7729,1,pt200,selector168_mt_guard171,checkpoint186,
781_014704,014704,1.8269,3.4821,4.6673,3.3254,1,checkpoint186,selector168_mt_guard171,checkpoint186,
782_014200,014200,0.4994,2.4498,4.2789,2.4094,1,checkpoint186,gate135_mt,checkpoint186,
783_013916,013916,0.2301,4.9295,5.791,3.6502,1,checkpoint186,adaptive190_MT,checkpoint186,
784_002563,002563,5.8596,7.0015,0.9654,4.6088,1,checkpoint186,gate135_mt,checkpoint186,
785_012247,012247,2.1791,7.5772,3.9915,4.5826,1,checkpoint186,adaptive190_MT,checkpoint186,
786_003182,003182,0.4984,8.7899,4.0237,4.4373,1,checkpoint186,adaptive190_MT,checkpoint186,
787_010887,010887,7.433,1.484,2.3177,3.7449,1,checkpoint186,selector168_mt_guard171,checkpoint186,
788_007474,007474,6.9266,6.9655,4.8951,6.2624,0,checkpoint186,adaptive190_MT,checkpoint186,
789_009257,009257,0.9817,5.7666,7.2764,4.6749,1,checkpoint186,selector168_mt_guard171,checkpoint186,
790_013245,013245,0.1421,1.0269,0.6546,0.6079,1,checkpoint186,gate155_mt,checkpoint186,
791_008915,008915,11.7326,0.7569,0.3265,4.272,1,checkpoint186,gate155_mt,checkpoint186,
792_001060,001060,0.9914,1.5768,2.3243,1.6308,1,checkpoint186,selector168_mt_guard171,checkpoint186,
793_004879,004879,3.2221,3.8866,3.5565,3.5551,1,checkpoint186,selector168_mt_guard171,checkpoint186,
794_010307,010307,4.0067,0.3879,0.2964,1.5637,1,checkpoint186,gate155_mt,checkpoint186,
795_012077,012077,5.0309,5.9906,2.8955,4.639,1,checkpoint186,checkpoint93,checkpoint186,
796_014382,014382,0.7485,1.993,0.8731,1.2049,1,checkpoint186,selector168_mt_guard171,checkpoint186,
